"","site.ID","year","storm.num","response","HI","precip","precip.week","precip.month","ThreeMonth","TOTAL.TIME","Intensity","doy","burn","pf"
"1","VAUL",2021,"storm1a","NO3",0.00797475993611971,45.4,36,36.2,96.2,93.8333333333333,0.483836589698046,203.649305555556,"unburned","high"
"2","VAUL",2021,"storm1b","NO3",-0.26059600259759,6.6,6.8,81.8,88.8,114.833333333333,0.0574746008708273,207.607638888889,"unburned","high"
"3","VAUL",2021,"storm2","NO3",-0.0512173396674461,6.2,0,12.8,93.4,16.8333333333333,0.368316831683168,216.399305555556,"unburned","high"
"4","VAUL",2021,"storm3","NO3",-0.0913184042772339,48.4,5.6,12,101.8,166.833333333333,0.29010989010989,219.524305555556,"unburned","high"
"5","VAUL",2021,"storm4a","NO3",0.240690240958469,36,5.4,54,148.8,106.833333333333,0.336973478939158,226.524305555556,"unburned","high"
"6","VAUL",2021,"storm1b","fDOM",0.166198698043322,6.6,6.8,81.8,88.8,114.833333333333,0.0574746008708273,207.607638888889,"unburned","high"
"7","VAUL",2021,"storm2","fDOM",0.603470437017996,6.2,0,12.8,93.4,16.8333333333333,0.368316831683168,216.399305555556,"unburned","high"
"8","VAUL",2021,"storm3","fDOM",0.370277826720396,48.4,5.6,12,101.8,166.833333333333,0.29010989010989,219.524305555556,"unburned","high"
"9","VAUL",2021,"storm4a","fDOM",-0.378887495155421,36,5.4,54,148.8,106.833333333333,0.336973478939158,226.524305555556,"unburned","high"
"10","VAUL",2021,"storm4b","fDOM",-0.0108870259280654,5.8,11.6,47.8,182,79.8333333333333,0.072651356993737,230.982638888889,"unburned","high"
"11","VAUL",2021,"storm5a","fDOM",0.47927667121975,24.4,8.2,50.2,118.6,82.8333333333333,0.294567404426559,234.482638888889,"unburned","high"
"12","VAUL",2021,"storm5b","fDOM",0.0953341710699901,2.8,18.8,45,129.8,95.8333333333333,0.0292173913043478,237.940972222222,"unburned","high"
"13","VAUL",2021,"storm1b","SPC",0.611146488862251,6.6,6.8,81.8,88.8,114.833333333333,0.0574746008708273,207.607638888889,"unburned","high"
"14","VAUL",2021,"storm2","SPC",-0.466755042628399,6.2,0,12.8,93.4,16.8333333333333,0.368316831683168,216.399305555556,"unburned","high"
"15","VAUL",2021,"storm3","SPC",0.768248297890225,48.4,5.6,12,101.8,166.833333333333,0.29010989010989,219.524305555556,"unburned","high"
"16","VAUL",2021,"storm4a","SPC",-0.122568285749598,36,5.4,54,148.8,106.833333333333,0.336973478939158,226.524305555556,"unburned","high"
"17","VAUL",2021,"storm4b","SPC",0.367929157744466,5.8,11.6,47.8,182,79.8333333333333,0.072651356993737,230.982638888889,"unburned","high"
"18","VAUL",2021,"storm5a","SPC",0.367356512141284,24.4,8.2,50.2,118.6,82.8333333333333,0.294567404426559,234.482638888889,"unburned","high"
"19","VAUL",2021,"storm5b","SPC",0.424362968732612,2.8,18.8,45,129.8,95.8333333333333,0.0292173913043478,237.940972222222,"unburned","high"
"20","VAUL",2021,"storm1b","turb",-0.0704194883370955,6.6,6.8,81.8,88.8,114.833333333333,0.0574746008708273,207.607638888889,"unburned","high"
"21","VAUL",2021,"storm2","turb",0.370700750804429,6.2,0,12.8,93.4,16.8333333333333,0.368316831683168,216.399305555556,"unburned","high"
"22","VAUL",2021,"storm3","turb",-0.128796643988416,48.4,5.6,12,101.8,166.833333333333,0.29010989010989,219.524305555556,"unburned","high"
"23","VAUL",2021,"storm4a","turb",0.0569826094663383,36,5.4,54,148.8,106.833333333333,0.336973478939158,226.524305555556,"unburned","high"
"24","VAUL",2021,"storm4b","turb",-0.00190352786209279,5.8,11.6,47.8,182,79.8333333333333,0.072651356993737,230.982638888889,"unburned","high"
"25","VAUL",2021,"storm5a","turb",-0.0542669003567063,24.4,8.2,50.2,118.6,82.8333333333333,0.294567404426559,234.482638888889,"unburned","high"
"26","VAUL",2021,"storm5b","turb",-0.020831400694936,2.8,18.8,45,129.8,95.8333333333333,0.0292173913043478,237.940972222222,"unburned","high"
