"0",""
"0","QSummary.MO <- QSummary %>% filter(site ==""Moose"")"
"0",""
"0","# Rating curve for MOOS PT1 # "
"0","moos.stream$site <- ""Moose"""
"0",""
"0","Moose1comb <- full_join(moos.stream, QSummary.MO)"
"2","Joining, by = c(""DateTime"", ""site"")
"
"0","MOOS1.lm <- lm(Moose1comb$Q..L.s. ~ Moose1comb$AbsolutePressure)"
"0",""
"0","moos.formula <- y ~ x"
"0",""
"0","mrc.1 <- ggplot(aes(x = AbsolutePressure, y = Q..L.s.), data = Moose1comb) +"
"0","  geom_point(size = 3) +"
"0","  geom_smooth(method = ""lm"", se=FALSE) +"
"0","  stat_poly_eq(formula = moos.formula, "
"0","               aes(label = paste(..eq.label.., ..rr.label.., sep = ""~~~"")), "
"0","               parse = TRUE) +"
"0","  theme_classic() +"
"0","  ggtitle(""Moose1 all measured Q"") "
"0",""
"0","mrc.1"
"0",""
