"0",""
"0","QSummary.MO <- QSummary.MO %>% filter(Q..L.s. < 1300)"
"0","# Rating curve for MOOS PT1 # "
"0","moos.stream$site <- ""Moose"""
"0",""
"0","Moose3comb <- full_join(moos.stream, QSummary.MO)"
"2","Joining, by = c(""DateTime"", ""site"")
"
"0","MOOS3.lm <- lm(Moose3comb$Q..L.s. ~ Moose3comb$AbsolutePressure)"
"0",""
"0","moos.formula <- y ~ x"
"0",""
"0","mrc.3 <- ggplot(aes(x = AbsolutePressure, y = Q..L.s.), data = Moose3comb) +"
"0","  geom_point(size = 3) +"
"0","  geom_smooth(method = ""lm"", se=FALSE) +"
"0","  stat_poly_eq(formula = moos.formula, "
"0","               aes(label = paste(..eq.label.., ..rr.label.., sep = ""~~~"")), "
"0","               parse = TRUE) +"
"0","  theme_classic() +"
"0","  ggtitle(""Moose1 all measured Q"") "
"0",""
"0","mrc.3"
